N日型態組合,N日累計漲跌幅等級,出現次數,T1_勝率,T2_勝率,T3_勝率,T4_勝率,T5_勝率
[紅K|01.>10%] -> [綠K|09.-4~-2%] -> [十字線|07.0%],02.25~30%,4,25.0,25.0,25.0,0.0,0.0
[紅K|01.>10%] -> [綠K|08.-2~0%] -> [綠K|11.-8~-6%],02.25~30%,4,25.0,50.0,50.0,50.0,50.0
[綠K|07.0%] -> [十字線|04.4~6%] -> [綠K|09.-4~-2%],06.5~10%,4,25.0,0.0,25.0,25.0,50.0
[紅K|11.-8~-6%] -> [紅K|03.6~8%] -> [紅K|06.0~2%],09.-5~0%,8,25.0,50.0,62.5,62.5,62.5
[十字線|02.8~10%] -> [紅K|03.6~8%] -> [十字線|08.-2~0%],02.25~30%,4,25.0,25.0,50.0,50.0,50.0
[綠K|02.8~10%] -> [綠K|06.0~2%] -> [綠K|07.0%],02.25~30%,4,25.0,0.0,25.0,0.0,25.0
[十字線|02.8~10%] -> [紅K|04.4~6%] -> [十字線|08.-2~0%],02.25~30%,4,25.0,25.0,25.0,25.0,25.0
[紅K|06.0~2%] -> [紅K|01.>10%] -> [綠K|08.-2~0%],01.>30%,4,25.0,25.0,25.0,25.0,0.0
[綠K|09.-4~-2%] -> [紅K|07.0%] -> [十字線|05.2~4%],09.-5~0%,16,25.0,18.75,37.5,25.0,43.75
[紅K|04.4~6%] -> [十字線|04.4~6%] -> [紅K|02.8~10%],02.25~30%,4,25.0,50.0,75.0,75.0,75.0
[紅K|04.4~6%] -> [十字線|03.6~8%] -> [紅K|05.2~4%],02.25~30%,20,25.0,25.0,35.0,30.0,30.0
[紅K|04.4~6%] -> [十字線|03.6~8%] -> [紅K|06.0~2%],02.25~30%,12,25.0,25.0,25.0,16.67,25.0
[綠K|09.-4~-2%] -> [紅K|06.0~2%] -> [綠K|03.6~8%],05.10~154%,4,25.0,50.0,50.0,50.0,50.0
[十字線|05.2~4%] -> [十字線|02.8~10%] -> [十字線|02.8~10%],02.25~30%,4,25.0,25.0,50.0,50.0,50.0
[綠K|10.-6~-4%] -> [綠K|12.-10~-8%] -> [紅K|02.8~10%],10.-10~-5%,4,25.0,50.0,50.0,50.0,50.0
[十字線|05.2~4%] -> [十字線|02.8~10%] -> [十字線|09.-4~-2%],02.25~30%,8,25.0,25.0,37.5,37.5,37.5
[十字線|08.-2~0%] -> [紅K|06.0~2%] -> [十字線|12.-10~-8%],15.<-30%,4,25.0,25.0,50.0,25.0,50.0
[紅K|08.-2~0%] -> [綠K|08.-2~0%] -> [綠K|03.6~8%],04.15~20%,8,25.0,37.5,37.5,25.0,25.0
[紅K|04.4~6%] -> [十字線|03.6~8%] -> [十字線|08.-2~0%],02.25~30%,4,25.0,0.0,0.0,25.0,25.0
[紅K|04.4~6%] -> [十字線|02.8~10%] -> [綠K|05.2~4%],02.25~30%,8,25.0,37.5,25.0,25.0,12.5
[綠K|05.2~4%] -> [十字線|03.6~8%] -> [紅K|05.2~4%],02.25~30%,4,25.0,0.0,0.0,50.0,50.0
[紅K|04.4~6%] -> [十字線|02.8~10%] -> [綠K|12.-10~-8%],04.15~20%,4,25.0,25.0,50.0,25.0,75.0
[綠K|09.-4~-2%] -> [紅K|06.0~2%] -> [綠K|01.>10%],02.25~30%,8,25.0,62.5,50.0,75.0,50.0
[十字線|06.0~2%] -> [紅K|11.-8~-6%] -> [綠K|11.-8~-6%],15.<-30%,4,25.0,50.0,100.0,75.0,75.0
[十字線|12.-10~-8%] -> [紅K|09.-4~-2%] -> [十字線|07.0%],15.<-30%,4,25.0,50.0,50.0,75.0,75.0
[綠K|09.-4~-2%] -> [紅K|06.0~2%] -> [十字線|01.>10%],02.25~30%,4,25.0,25.0,25.0,25.0,25.0
[十字線|08.-2~0%] -> [紅K|06.0~2%] -> [紅K|01.>10%],02.25~30%,16,25.0,37.5,37.5,25.0,31.25
[綠K|07.0%] -> [十字線|06.0~2%] -> [十字線|04.4~6%],04.15~20%,4,25.0,0.0,50.0,50.0,25.0
[紅K|01.>10%] -> [綠K|08.-2~0%] -> [綠K|13.<-10%],10.-10~-5%,4,25.0,25.0,25.0,50.0,25.0
[綠K|09.-4~-2%] -> [紅K|04.4~6%] -> [紅K|10.-6~-4%],09.-5~0%,8,25.0,37.5,25.0,50.0,50.0
[紅K|03.6~8%] -> [綠K|12.-10~-8%] -> [綠K|05.2~4%],09.-5~0%,8,25.0,50.0,62.5,50.0,75.0
[十字線|11.-8~-6%] -> [十字線|06.0~2%] -> [紅K|03.6~8%],09.-5~0%,4,25.0,25.0,25.0,25.0,25.0
[紅K|07.0%] -> [紅K|05.2~4%] -> [十字線|04.4~6%],03.20~25%,4,25.0,25.0,25.0,50.0,25.0
[綠K|10.-6~-4%] -> [綠K|13.<-10%] -> [紅K|01.>10%],12.-20~-15%,4,25.0,50.0,25.0,25.0,75.0
[十字線|05.2~4%] -> [十字線|01.>10%] -> [十字線|01.>10%],01.>30%,8,25.0,12.5,0.0,12.5,25.0
[綠K|07.0%] -> [十字線|07.0%] -> [綠K|03.6~8%],03.20~25%,4,25.0,25.0,25.0,25.0,25.0
[綠K|06.0~2%] -> [十字線|03.6~8%] -> [綠K|09.-4~-2%],03.20~25%,4,25.0,25.0,25.0,25.0,25.0
[紅K|12.-10~-8%] -> [綠K|05.2~4%] -> [紅K|04.4~6%],09.-5~0%,4,25.0,50.0,50.0,50.0,75.0
[綠K|07.0%] -> [十字線|07.0%] -> [十字線|05.2~4%],05.10~154%,32,25.0,28.12,31.25,43.75,46.88
[紅K|01.>10%] -> [綠K|09.-4~-2%] -> [綠K|11.-8~-6%],02.25~30%,4,25.0,50.0,50.0,25.0,25.0
[紅K|11.-8~-6%] -> [紅K|02.8~10%] -> [綠K|08.-2~0%],09.-5~0%,4,25.0,50.0,75.0,75.0,75.0
[綠K|12.-10~-8%] -> [綠K|07.0%] -> [紅K|07.0%],13.-25~-20%,4,25.0,25.0,25.0,25.0,25.0
[十字線|02.8~10%] -> [紅K|08.-2~0%] -> [十字線|04.4~6%],02.25~30%,4,25.0,25.0,25.0,25.0,50.0
[十字線|02.8~10%] -> [紅K|06.0~2%] -> [綠K|12.-10~-8%],06.5~10%,4,25.0,25.0,50.0,75.0,50.0
[紅K|01.>10%] -> [綠K|09.-4~-2%] -> [綠K|11.-8~-6%],09.-5~0%,8,25.0,37.5,37.5,25.0,50.0
[紅K|08.-2~0%] -> [綠K|10.-6~-4%] -> [十字線|06.0~2%],12.-20~-15%,4,25.0,75.0,75.0,75.0,75.0
[綠K|05.2~4%] -> [十字線|03.6~8%] -> [綠K|11.-8~-6%],05.10~154%,4,25.0,50.0,50.0,50.0,25.0
[十字線|06.0~2%] -> [十字線|07.0%] -> [綠K|13.<-10%],15.<-30%,4,25.0,50.0,50.0,75.0,50.0
[綠K|09.-4~-2%] -> [綠K|13.<-10%] -> [十字線|09.-4~-2%],15.<-30%,4,25.0,25.0,50.0,50.0,25.0
[紅K|08.-2~0%] -> [十字線|12.-10~-8%] -> [紅K|11.-8~-6%],15.<-30%,8,25.0,62.5,62.5,62.5,75.0
[紅K|11.-8~-6%] -> [綠K|10.-6~-4%] -> [十字線|06.0~2%],15.<-30%,4,25.0,75.0,75.0,100.0,75.0
[十字線|08.-2~0%] -> [綠K|12.-10~-8%] -> [紅K|06.0~2%],15.<-30%,4,25.0,25.0,75.0,50.0,50.0
[十字線|01.>10%] -> [紅K|04.4~6%] -> [紅K|06.0~2%],02.25~30%,4,25.0,50.0,50.0,50.0,75.0
[十字線|11.-8~-6%] -> [綠K|08.-2~0%] -> [綠K|09.-4~-2%],13.-25~-20%,12,25.0,91.67,91.67,91.67,83.33
[十字線|01.>10%] -> [紅K|05.2~4%] -> [紅K|06.0~2%],02.25~30%,4,25.0,25.0,25.0,25.0,25.0
[紅K|06.0~2%] -> [十字線|10.-6~-4%] -> [紅K|03.6~8%],04.15~20%,4,25.0,25.0,50.0,50.0,25.0
[綠K|13.<-10%] -> [紅K|06.0~2%] -> [紅K|05.2~4%],11.-15~-10%,4,25.0,75.0,75.0,75.0,75.0
[十字線|06.0~2%] -> [十字線|08.-2~0%] -> [紅K|01.>10%],02.25~30%,8,25.0,25.0,12.5,12.5,25.0
[綠K|09.-4~-2%] -> [紅K|05.2~4%] -> [十字線|04.4~6%],04.15~20%,16,25.0,37.5,50.0,56.25,43.75
[紅K|03.6~8%] -> [綠K|12.-10~-8%] -> [紅K|09.-4~-2%],11.-15~-10%,4,25.0,25.0,25.0,25.0,0.0
[十字線|06.0~2%] -> [綠K|04.4~6%] -> [紅K|06.0~2%],03.20~25%,8,25.0,37.5,37.5,50.0,50.0
[綠K|09.-4~-2%] -> [紅K|04.4~6%] -> [綠K|02.8~10%],02.25~30%,4,25.0,0.0,25.0,25.0,50.0
[紅K|03.6~8%] -> [綠K|12.-10~-8%] -> [紅K|09.-4~-2%],12.-20~-15%,8,25.0,50.0,62.5,62.5,50.0
[十字線|10.-6~-4%] -> [十字線|13.<-10%] -> [十字線|03.6~8%],15.<-30%,4,25.0,25.0,25.0,50.0,25.0
[十字線|08.-2~0%] -> [紅K|05.2~4%] -> [紅K|10.-6~-4%],11.-15~-10%,4,25.0,25.0,25.0,25.0,25.0
[綠K|07.0%] -> [十字線|08.-2~0%] -> [十字線|10.-6~-4%],12.-20~-15%,4,25.0,25.0,25.0,50.0,50.0
[綠K|06.0~2%] -> [十字線|03.6~8%] -> [紅K|08.-2~0%],03.20~25%,4,25.0,25.0,25.0,25.0,0.0
[綠K|07.0%] -> [十字線|08.-2~0%] -> [十字線|04.4~6%],04.15~20%,4,25.0,25.0,50.0,50.0,50.0
[十字線|06.0~2%] -> [綠K|05.2~4%] -> [十字線|08.-2~0%],04.15~20%,4,25.0,25.0,50.0,0.0,25.0
[紅K|08.-2~0%] -> [綠K|10.-6~-4%] -> [綠K|04.4~6%],10.-10~-5%,4,25.0,50.0,25.0,50.0,25.0
[紅K|08.-2~0%] -> [綠K|11.-8~-6%] -> [十字線|11.-8~-6%],15.<-30%,104,25.0,27.88,33.65,33.65,37.5
[紅K|08.-2~0%] -> [綠K|11.-8~-6%] -> [紅K|01.>10%],06.5~10%,4,25.0,25.0,50.0,25.0,25.0
[紅K|07.0%] -> [紅K|04.4~6%] -> [十字線|11.-8~-6%],09.-5~0%,4,25.0,0.0,25.0,25.0,25.0
[綠K|11.-8~-6%] -> [十字線|03.6~8%] -> [十字線|08.-2~0%],09.-5~0%,4,25.0,25.0,25.0,0.0,0.0
[綠K|11.-8~-6%] -> [十字線|03.6~8%] -> [十字線|10.-6~-4%],11.-15~-10%,4,25.0,25.0,25.0,25.0,25.0
[紅K|01.>10%] -> [綠K|10.-6~-4%] -> [十字線|06.0~2%],04.15~20%,4,25.0,25.0,0.0,0.0,25.0
[綠K|12.-10~-8%] -> [綠K|08.-2~0%] -> [紅K|05.2~4%],11.-15~-10%,12,25.0,50.0,50.0,50.0,50.0
[十字線|02.8~10%] -> [紅K|04.4~6%] -> [綠K|12.-10~-8%],05.10~154%,4,25.0,75.0,50.0,50.0,25.0
[綠K|12.-10~-8%] -> [綠K|07.0%] -> [紅K|05.2~4%],12.-20~-15%,28,25.0,32.14,35.71,28.57,39.29
[紅K|03.6~8%] -> [綠K|11.-8~-6%] -> [紅K|06.0~2%],05.10~154%,16,25.0,43.75,43.75,43.75,50.0
[十字線|06.0~2%] -> [綠K|05.2~4%] -> [紅K|03.6~8%],02.25~30%,24,25.0,29.17,33.33,29.17,29.17
[十字線|06.0~2%] -> [綠K|05.2~4%] -> [紅K|04.4~6%],03.20~25%,4,25.0,25.0,0.0,25.0,0.0
[十字線|06.0~2%] -> [綠K|05.2~4%] -> [紅K|05.2~4%],02.25~30%,4,25.0,25.0,25.0,50.0,50.0
[十字線|06.0~2%] -> [綠K|05.2~4%] -> [紅K|07.0%],05.10~154%,12,25.0,25.0,50.0,33.33,33.33
[紅K|08.-2~0%] -> [綠K|11.-8~-6%] -> [紅K|08.-2~0%],15.<-30%,4,25.0,0.0,0.0,25.0,0.0
[紅K|08.-2~0%] -> [綠K|11.-8~-6%] -> [紅K|12.-10~-8%],15.<-30%,4,25.0,25.0,25.0,25.0,50.0
[紅K|08.-2~0%] -> [綠K|12.-10~-8%] -> [十字線|08.-2~0%],15.<-30%,4,25.0,0.0,0.0,25.0,25.0
[十字線|06.0~2%] -> [綠K|05.2~4%] -> [紅K|09.-4~-2%],06.5~10%,4,25.0,75.0,50.0,50.0,50.0
[紅K|08.-2~0%] -> [綠K|12.-10~-8%] -> [綠K|04.4~6%],11.-15~-10%,4,25.0,75.0,75.0,50.0,75.0
[綠K|07.0%] -> [十字線|08.-2~0%] -> [綠K|11.-8~-6%],13.-25~-20%,4,25.0,50.0,50.0,50.0,50.0
[綠K|06.0~2%] -> [十字線|03.6~8%] -> [十字線|07.0%],02.25~30%,4,25.0,50.0,75.0,75.0,50.0
[紅K|01.>10%] -> [綠K|10.-6~-4%] -> [紅K|05.2~4%],03.20~25%,20,25.0,25.0,30.0,25.0,30.0
[十字線|08.-2~0%] -> [紅K|05.2~4%] -> [紅K|10.-6~-4%],09.-5~0%,4,25.0,75.0,75.0,75.0,75.0
[綠K|03.6~8%] -> [十字線|08.-2~0%] -> [十字線|09.-4~-2%],05.10~154%,4,25.0,25.0,25.0,50.0,25.0
[十字線|02.8~10%] -> [紅K|09.-4~-2%] -> [紅K|06.0~2%],03.20~25%,4,25.0,25.0,25.0,50.0,0.0
[紅K|08.-2~0%] -> [綠K|12.-10~-8%] -> [綠K|05.2~4%],11.-15~-10%,4,25.0,25.0,25.0,0.0,50.0
[綠K|04.4~6%] -> [十字線|06.0~2%] -> [綠K|08.-2~0%],03.20~25%,4,25.0,25.0,50.0,25.0,25.0
[十字線|11.-8~-6%] -> [十字線|06.0~2%] -> [綠K|06.0~2%],11.-15~-10%,4,25.0,50.0,50.0,50.0,50.0
[紅K|05.2~4%] -> [十字線|09.-4~-2%] -> [紅K|01.>10%],02.25~30%,4,25.0,25.0,25.0,25.0,25.0
[十字線|04.4~6%] -> [綠K|10.-6~-4%] -> [紅K|06.0~2%],05.10~154%,4,25.0,50.0,50.0,25.0,25.0
[十字線|04.4~6%] -> [綠K|11.-8~-6%] -> [十字線|05.2~4%],06.5~10%,4,25.0,25.0,25.0,25.0,50.0
[綠K|11.-8~-6%] -> [十字線|03.6~8%] -> [紅K|07.0%],08.0%,4,25.0,25.0,50.0,25.0,25.0
[十字線|04.4~6%] -> [綠K|10.-6~-4%] -> [綠K|05.2~4%],05.10~154%,4,25.0,0.0,25.0,0.0,50.0
[紅K|03.6~8%] -> [綠K|10.-6~-4%] -> [紅K|11.-8~-6%],12.-20~-15%,4,25.0,0.0,25.0,25.0,25.0
[十字線|04.4~6%] -> [綠K|11.-8~-6%] -> [紅K|05.2~4%],09.-5~0%,4,25.0,25.0,50.0,25.0,50.0
[紅K|03.6~8%] -> [綠K|10.-6~-4%] -> [十字線|05.2~4%],03.20~25%,4,25.0,25.0,100.0,50.0,50.0
[十字線|06.0~2%] -> [綠K|06.0~2%] -> [十字線|04.4~6%],04.15~20%,4,25.0,25.0,25.0,25.0,75.0
[紅K|08.-2~0%] -> [綠K|12.-10~-8%] -> [紅K|11.-8~-6%],15.<-30%,4,25.0,25.0,50.0,50.0,50.0
[紅K|03.6~8%] -> [綠K|09.-4~-2%] -> [綠K|13.<-10%],12.-20~-15%,4,25.0,25.0,25.0,25.0,0.0
[綠K|11.-8~-6%] -> [十字線|05.2~4%] -> [十字線|08.-2~0%],11.-15~-10%,8,25.0,25.0,50.0,25.0,25.0
[綠K|04.4~6%] -> [十字線|06.0~2%] -> [紅K|04.4~6%],02.25~30%,4,25.0,50.0,50.0,25.0,25.0
[紅K|06.0~2%] -> [十字線|05.2~4%] -> [紅K|08.-2~0%],04.15~20%,8,25.0,25.0,37.5,12.5,50.0
[紅K|12.-10~-8%] -> [紅K|08.-2~0%] -> [紅K|02.8~10%],09.-5~0%,4,25.0,50.0,50.0,75.0,50.0
[綠K|06.0~2%] -> [十字線|08.-2~0%] -> [十字線|12.-10~-8%],13.-25~-20%,4,25.0,25.0,25.0,25.0,50.0
[十字線|09.-4~-2%] -> [十字線|11.-8~-6%] -> [十字線|12.-10~-8%],15.<-30%,4,25.0,25.0,50.0,50.0,50.0
[紅K|11.-8~-6%] -> [綠K|10.-6~-4%] -> [十字線|07.0%],15.<-30%,4,25.0,25.0,25.0,25.0,50.0
[紅K|01.>10%] -> [紅K|02.8~10%] -> [十字線|07.0%],02.25~30%,4,25.0,50.0,75.0,75.0,75.0
[紅K|01.>10%] -> [紅K|02.8~10%] -> [紅K|05.2~4%],01.>30%,4,25.0,50.0,50.0,50.0,50.0
[綠K|04.4~6%] -> [綠K|05.2~4%] -> [紅K|05.2~4%],02.25~30%,12,25.0,25.0,33.33,16.67,25.0
[紅K|08.-2~0%] -> [十字線|12.-10~-8%] -> [綠K|11.-8~-6%],15.<-30%,4,25.0,75.0,100.0,75.0,75.0
[紅K|08.-2~0%] -> [紅K|01.>10%] -> [十字線|08.-2~0%],02.25~30%,4,25.0,50.0,50.0,75.0,50.0
[紅K|08.-2~0%] -> [紅K|01.>10%] -> [紅K|01.>10%],01.>30%,4,25.0,0.0,0.0,0.0,0.0
[紅K|08.-2~0%] -> [紅K|01.>10%] -> [紅K|04.4~6%],02.25~30%,12,25.0,41.67,50.0,58.33,75.0
[綠K|09.-4~-2%] -> [綠K|12.-10~-8%] -> [綠K|02.8~10%],11.-15~-10%,4,25.0,25.0,75.0,25.0,25.0
[綠K|04.4~6%] -> [十字線|06.0~2%] -> [紅K|08.-2~0%],05.10~154%,4,25.0,25.0,25.0,0.0,50.0
[紅K|05.2~4%] -> [十字線|09.-4~-2%] -> [綠K|04.4~6%],04.15~20%,4,25.0,50.0,25.0,25.0,25.0
[十字線|04.4~6%] -> [綠K|09.-4~-2%] -> [綠K|10.-6~-4%],11.-15~-10%,4,25.0,75.0,25.0,25.0,25.0
[紅K|11.-8~-6%] -> [十字線|11.-8~-6%] -> [十字線|03.6~8%],12.-20~-15%,4,25.0,25.0,50.0,25.0,0.0
[綠K|12.-10~-8%] -> [綠K|06.0~2%] -> [綠K|06.0~2%],11.-15~-10%,4,25.0,0.0,0.0,25.0,0.0
[綠K|12.-10~-8%] -> [綠K|06.0~2%] -> [綠K|07.0%],13.-25~-20%,12,25.0,58.33,50.0,41.67,58.33
[綠K|06.0~2%] -> [十字線|02.8~10%] -> [紅K|04.4~6%],02.25~30%,4,25.0,50.0,50.0,50.0,75.0
[綠K|06.0~2%] -> [十字線|02.8~10%] -> [綠K|03.6~8%],02.25~30%,4,25.0,50.0,50.0,25.0,25.0
[綠K|06.0~2%] -> [十字線|02.8~10%] -> [綠K|07.0%],02.25~30%,4,25.0,50.0,25.0,25.0,50.0
[綠K|06.0~2%] -> [十字線|02.8~10%] -> [綠K|09.-4~-2%],03.20~25%,4,25.0,0.0,0.0,25.0,0.0
[綠K|07.0%] -> [十字線|09.-4~-2%] -> [十字線|05.2~4%],09.-5~0%,4,25.0,25.0,50.0,50.0,25.0
[十字線|04.4~6%] -> [綠K|10.-6~-4%] -> [十字線|09.-4~-2%],10.-10~-5%,4,25.0,75.0,75.0,75.0,75.0
[十字線|10.-6~-4%] -> [十字線|11.-8~-6%] -> [十字線|13.<-10%],15.<-30%,4,25.0,25.0,50.0,25.0,25.0
[綠K|05.2~4%] -> [十字線|05.2~4%] -> [紅K|09.-4~-2%],06.5~10%,4,25.0,25.0,25.0,25.0,0.0
[紅K|03.6~8%] -> [綠K|09.-4~-2%] -> [綠K|05.2~4%],02.25~30%,8,25.0,25.0,25.0,12.5,25.0
[紅K|09.-4~-2%] -> [十字線|03.6~8%] -> [十字線|07.0%],04.15~20%,4,25.0,25.0,25.0,50.0,50.0
[綠K|05.2~4%] -> [十字線|06.0~2%] -> [十字線|06.0~2%],03.20~25%,4,25.0,0.0,0.0,0.0,25.0
[綠K|05.2~4%] -> [十字線|06.0~2%] -> [十字線|06.0~2%],04.15~20%,28,25.0,46.43,42.86,46.43,42.86
[綠K|05.2~4%] -> [十字線|06.0~2%] -> [十字線|09.-4~-2%],09.-5~0%,4,25.0,75.0,50.0,50.0,50.0
[十字線|08.-2~0%] -> [紅K|04.4~6%] -> [綠K|07.0%],04.15~20%,32,25.0,37.5,37.5,28.12,34.38
[紅K|11.-8~-6%] -> [十字線|08.-2~0%] -> [綠K|08.-2~0%],13.-25~-20%,4,25.0,25.0,25.0,25.0,25.0
[紅K|01.>10%] -> [綠K|10.-6~-4%] -> [綠K|10.-6~-4%],04.15~20%,4,25.0,25.0,25.0,50.0,25.0
[綠K|07.0%] -> [十字線|10.-6~-4%] -> [紅K|04.4~6%],08.0%,4,25.0,25.0,25.0,25.0,25.0
[綠K|07.0%] -> [十字線|10.-6~-4%] -> [紅K|05.2~4%],10.-10~-5%,8,25.0,12.5,25.0,25.0,25.0
[紅K|03.6~8%] -> [綠K|09.-4~-2%] -> [十字線|12.-10~-8%],11.-15~-10%,4,25.0,25.0,25.0,25.0,25.0
[十字線|06.0~2%] -> [綠K|06.0~2%] -> [綠K|04.4~6%],04.15~20%,4,25.0,25.0,0.0,50.0,50.0
[十字線|06.0~2%] -> [綠K|06.0~2%] -> [紅K|09.-4~-2%],10.-10~-5%,8,25.0,50.0,37.5,37.5,62.5
[十字線|10.-6~-4%] -> [十字線|10.-6~-4%] -> [綠K|11.-8~-6%],15.<-30%,4,25.0,25.0,50.0,75.0,50.0
[紅K|09.-4~-2%] -> [十字線|03.6~8%] -> [綠K|06.0~2%],04.15~20%,8,25.0,25.0,37.5,25.0,12.5
[紅K|01.>10%] -> [綠K|10.-6~-4%] -> [綠K|08.-2~0%],04.15~20%,24,25.0,20.83,16.67,12.5,29.17
[十字線|08.-2~0%] -> [紅K|04.4~6%] -> [綠K|10.-6~-4%],10.-10~-5%,16,25.0,25.0,25.0,18.75,31.25
[綠K|07.0%] -> [十字線|09.-4~-2%] -> [綠K|10.-6~-4%],13.-25~-20%,4,25.0,25.0,50.0,50.0,25.0
[綠K|09.-4~-2%] -> [紅K|01.>10%] -> [紅K|09.-4~-2%],02.25~30%,4,25.0,0.0,25.0,0.0,25.0
[綠K|11.-8~-6%] -> [十字線|05.2~4%] -> [紅K|09.-4~-2%],12.-20~-15%,8,25.0,37.5,37.5,50.0,50.0
[紅K|05.2~4%] -> [十字線|10.-6~-4%] -> [十字線|06.0~2%],09.-5~0%,12,25.0,66.67,41.67,58.33,33.33
[十字線|11.-8~-6%] -> [十字線|07.0%] -> [紅K|03.6~8%],08.0%,4,25.0,25.0,25.0,50.0,25.0
[十字線|11.-8~-6%] -> [十字線|07.0%] -> [紅K|05.2~4%],10.-10~-5%,8,25.0,25.0,12.5,12.5,0.0
[十字線|04.4~6%] -> [綠K|09.-4~-2%] -> [紅K|10.-6~-4%],10.-10~-5%,4,25.0,50.0,50.0,50.0,25.0
[紅K|07.0%] -> [紅K|03.6~8%] -> [十字線|11.-8~-6%],08.0%,4,25.0,25.0,50.0,25.0,50.0
[紅K|09.-4~-2%] -> [十字線|05.2~4%] -> [十字線|05.2~4%],05.10~154%,4,25.0,25.0,50.0,50.0,50.0
[紅K|11.-8~-6%] -> [十字線|08.-2~0%] -> [十字線|07.0%],12.-20~-15%,8,25.0,50.0,25.0,62.5,75.0
[綠K|07.0%] -> [十字線|11.-8~-6%] -> [十字線|10.-6~-4%],15.<-30%,4,25.0,50.0,25.0,50.0,75.0
[十字線|08.-2~0%] -> [紅K|04.4~6%] -> [十字線|06.0~2%],05.10~154%,8,25.0,25.0,12.5,12.5,25.0
[綠K|07.0%] -> [十字線|10.-6~-4%] -> [綠K|08.-2~0%],11.-15~-10%,4,25.0,50.0,25.0,25.0,50.0
[綠K|07.0%] -> [紅K|01.>10%] -> [綠K|09.-4~-2%],02.25~30%,8,25.0,37.5,75.0,50.0,62.5
[紅K|11.-8~-6%] -> [十字線|07.0%] -> [紅K|05.2~4%],11.-15~-10%,4,25.0,50.0,25.0,25.0,0.0
[紅K|11.-8~-6%] -> [十字線|07.0%] -> [紅K|06.0~2%],11.-15~-10%,4,25.0,50.0,25.0,25.0,25.0
[十字線|08.-2~0%] -> [紅K|03.6~8%] -> [綠K|10.-6~-4%],05.10~154%,4,25.0,50.0,25.0,25.0,50.0
[十字線|09.-4~-2%] -> [紅K|05.2~4%] -> [十字線|05.2~4%],04.15~20%,4,25.0,50.0,25.0,50.0,25.0
[十字線|09.-4~-2%] -> [紅K|05.2~4%] -> [十字線|06.0~2%],05.10~154%,8,25.0,50.0,25.0,37.5,37.5
[紅K|03.6~8%] -> [綠K|08.-2~0%] -> [紅K|10.-6~-4%],05.10~154%,4,25.0,0.0,0.0,25.0,25.0
[十字線|05.2~4%] -> [紅K|08.-2~0%] -> [綠K|12.-10~-8%],12.-20~-15%,4,25.0,0.0,25.0,50.0,75.0
[紅K|04.4~6%] -> [綠K|09.-4~-2%] -> [綠K|13.<-10%],13.-25~-20%,4,25.0,75.0,50.0,50.0,50.0
[綠K|10.-6~-4%] -> [十字線|02.8~10%] -> [綠K|05.2~4%],02.25~30%,4,25.0,25.0,0.0,0.0,0.0
[十字線|08.-2~0%] -> [綠K|13.<-10%] -> [十字線|11.-8~-6%],15.<-30%,4,25.0,25.0,25.0,25.0,25.0
[十字線|09.-4~-2%] -> [十字線|11.-8~-6%] -> [紅K|04.4~6%],12.-20~-15%,4,25.0,50.0,75.0,75.0,75.0
[十字線|09.-4~-2%] -> [十字線|11.-8~-6%] -> [紅K|05.2~4%],12.-20~-15%,36,25.0,63.89,75.0,75.0,75.0
[十字線|09.-4~-2%] -> [十字線|11.-8~-6%] -> [紅K|05.2~4%],13.-25~-20%,4,25.0,25.0,50.0,75.0,75.0
[紅K|07.0%] -> [綠K|09.-4~-2%] -> [綠K|09.-4~-2%],00.未知,16,25.0,0.0,12.5,6.25,6.25
[綠K|04.4~6%] -> [紅K|04.4~6%] -> [綠K|11.-8~-6%],05.10~154%,16,25.0,25.0,25.0,37.5,43.75
[十字線|05.2~4%] -> [紅K|08.-2~0%] -> [綠K|06.0~2%],04.15~20%,4,25.0,50.0,50.0,25.0,25.0
[紅K|07.0%] -> [綠K|10.-6~-4%] -> [十字線|03.6~8%],06.5~10%,4,25.0,25.0,50.0,75.0,25.0
[紅K|07.0%] -> [綠K|10.-6~-4%] -> [十字線|04.4~6%],06.5~10%,4,25.0,25.0,75.0,75.0,25.0
[紅K|04.4~6%] -> [綠K|10.-6~-4%] -> [十字線|11.-8~-6%],11.-15~-10%,4,25.0,50.0,50.0,50.0,75.0
[紅K|04.4~6%] -> [綠K|10.-6~-4%] -> [十字線|12.-10~-8%],15.<-30%,4,25.0,25.0,50.0,50.0,75.0
[綠K|09.-4~-2%] -> [十字線|12.-10~-8%] -> [綠K|11.-8~-6%],15.<-30%,4,25.0,25.0,75.0,75.0,75.0
[十字線|06.0~2%] -> [綠K|07.0%] -> [綠K|12.-10~-8%],12.-20~-15%,4,25.0,50.0,25.0,25.0,25.0
[十字線|06.0~2%] -> [綠K|08.-2~0%] -> [十字線|03.6~8%],04.15~20%,4,25.0,0.0,25.0,25.0,25.0
[綠K|12.-10~-8%] -> [綠K|04.4~6%] -> [紅K|08.-2~0%],11.-15~-10%,4,25.0,25.0,50.0,25.0,25.0
[綠K|12.-10~-8%] -> [綠K|04.4~6%] -> [紅K|09.-4~-2%],12.-20~-15%,4,25.0,50.0,25.0,25.0,50.0
[紅K|06.0~2%] -> [紅K|03.6~8%] -> [十字線|08.-2~0%],02.25~30%,16,25.0,31.25,50.0,50.0,56.25
